review_id,user_id,review_text,review_date,location,service_category,rating,sentiment_score,visit_frequency,recommendation_likelihood,customer_segment,demand_prediction
R0337,U9975,"Decent Restaurant in Paris, France, but room for improvement.",2024-12-22,"Paris, France",Restaurant,3,-0.07,5,0.1,Solo Traveler,Medium
R0338,U5592,"Average City Tour experience in New York, USA. Nothing special.",2024-06-14,"New York, USA",City Tour,3,0.27,3,0.82,Business Traveler,Medium
R0339,U2934,"Disappointing Transport experience at Sydney, Australia. Would not recommend.",2024-07-11,"Sydney, Australia",Transport,2,-0.17,4,0.43,Family Tourist,Medium
R0340,U3845,"Had problems with the Hotel in Sydney, Australia. Needs improvement.",2025-04-09,"Sydney, Australia",Hotel,2,-0.39,4,0.15,Solo Traveler,Low
R0341,U9358,"Terrible Transport experience in Sydney, Australia. Will not return.",2025-04-09,"Sydney, Australia",Transport,1,-0.73,2,0.75,Luxury Seeker,Medium
R0342,U7349,"Not impressed with the Transport in Sydney, Australia. Several issues encountered.",2025-02-17,"Sydney, Australia",Transport,2,-0.23,1,0.74,Business Traveler,Medium
R0343,U8731,"Disappointing Restaurant experience at Tokyo, Japan. Would not recommend.",2024-11-14,"Tokyo, Japan",Restaurant,2,-0.31,1,0.41,Budget Traveler,Medium
R0344,U5531,"Terrible Adventure Tour experience in Sydney, Australia. Will not return.",2025-04-21,"Sydney, Australia",Adventure Tour,1,-0.77,5,0.16,Luxury Seeker,Low
R0345,U6623,"Disappointing Adventure Tour experience at Rome, Italy. Would not recommend.",2025-01-12,"Rome, Italy",Adventure Tour,2,-0.11,3,0.95,Budget Traveler,Medium
R0346,U9239,"The best Hotel I've ever had in Paris, France. Will come back again!",2024-06-13,"Paris, France",Hotel,5,0.93,5,0.31,Solo Traveler,Medium
R0347,U4263,"Absolutely loved the Transport experience in Sydney, Australia. Exceeded all expectations!",2024-11-23,"Sydney, Australia",Transport,5,0.92,3,0.6,Solo Traveler,Medium
R0348,U9536,"Fantastic Adventure Tour experience at Tokyo, Japan. Highly recommend!",2024-09-15,"Tokyo, Japan",Adventure Tour,5,0.91,5,0.37,Luxury Seeker,Medium
R0349,U5726,"Had problems with the Transport in Rome, Italy. Needs improvement.",2025-01-12,"Rome, Italy",Transport,2,-0.15,2,0.09,Luxury Seeker,Low
R0350,U2273,"Decent Hotel in Paris, France, but room for improvement.",2024-11-18,"Paris, France",Hotel,3,0.16,3,0.91,Family Tourist,Medium
R0351,U8802,"Not impressed with the Transport in New York, USA. Several issues encountered.",2024-11-14,"New York, USA",Transport,2,-0.11,3,0.66,Luxury Seeker,Medium
R0352,U9831,"Decent Adventure Tour in Rome, Italy, but room for improvement.",2025-02-03,"Rome, Italy",Adventure Tour,3,0.13,2,0.84,Solo Traveler,Medium
R0353,U2489,"Worst Restaurant I've had in Sydney, Australia. Completely dissatisfied.",2025-01-18,"Sydney, Australia",Restaurant,1,-0.82,1,0.27,Family Tourist,Low
R0354,U5465,"Worst City Tour I've had in Rome, Italy. Completely dissatisfied.",2024-08-21,"Rome, Italy",City Tour,1,-0.77,4,0.94,Budget Traveler,Medium
R0355,U8102,"Fantastic City Tour experience at Tokyo, Japan. Highly recommend!",2024-11-23,"Tokyo, Japan",City Tour,5,0.8,4,0.43,Budget Traveler,Medium
R0356,U1451,"Average Adventure Tour experience in Paris, France. Nothing special.",2024-12-27,"Paris, France",Adventure Tour,3,0.04,4,0.09,Family Tourist,Medium
R0357,U4568,"Absolutely loved the City Tour experience in Sydney, Australia. Exceeded all expectations!",2024-05-15,"Sydney, Australia",City Tour,5,0.91,2,0.21,Family Tourist,Medium
R0358,U4419,"Had problems with the City Tour in Rome, Italy. Needs improvement.",2024-12-16,"Rome, Italy",City Tour,2,-0.12,1,0.38,Solo Traveler,Medium
R0359,U8832,"Fantastic Adventure Tour experience at Sydney, Australia. Highly recommend!",2024-09-02,"Sydney, Australia",Adventure Tour,5,0.99,4,0.69,Budget Traveler,Medium
R0360,U5691,"Average City Tour experience in Rome, Italy. Nothing special.",2025-02-28,"Rome, Italy",City Tour,3,0.36,3,0.1,Business Traveler,Medium
R0361,U3874,"Not impressed with the Adventure Tour in Tokyo, Japan. Several issues encountered.",2025-03-13,"Tokyo, Japan",Adventure Tour,2,-0.1,5,0.3,Luxury Seeker,Medium
R0362,U4236,"Terrible Transport experience in Sydney, Australia. Will not return.",2025-01-26,"Sydney, Australia",Transport,1,-0.72,1,0.62,Family Tourist,Medium
R0363,U9225,"Fantastic Adventure Tour experience at Rome, Italy. Highly recommend!",2024-12-23,"Rome, Italy",Adventure Tour,5,0.8,3,0.91,Luxury Seeker,High
R0364,U9991,"Average City Tour experience in Sydney, Australia. Nothing special.",2025-02-10,"Sydney, Australia",City Tour,3,0.39,2,0.78,Solo Traveler,Medium
R0365,U9159,"The best City Tour I've ever had in Rome, Italy. Will come back again!",2025-01-03,"Rome, Italy",City Tour,5,0.83,4,0.29,Luxury Seeker,Medium
R0366,U3454,"The Restaurant at Sydney, Australia was okay. Could be better.",2025-03-13,"Sydney, Australia",Restaurant,3,0.39,3,0.32,Solo Traveler,Medium
R0367,U6532,"Absolutely loved the Adventure Tour experience in Sydney, Australia. Exceeded all expectations!",2025-04-28,"Sydney, Australia",Adventure Tour,5,0.91,1,0.01,Family Tourist,Medium
R0368,U4692,"Very good Hotel in Paris, France. Met most of my expectations.",2024-06-09,"Paris, France",Hotel,4,0.67,1,0.12,Business Traveler,Medium
R0369,U4438,"The best Transport I've ever had in Tokyo, Japan. Will come back again!",2025-03-19,"Tokyo, Japan",Transport,5,0.86,1,0.93,Luxury Seeker,High
R0370,U2040,"Terrible Adventure Tour experience in Rome, Italy. Will not return.",2025-01-20,"Rome, Italy",Adventure Tour,1,-0.94,1,0.46,Luxury Seeker,Medium
R0371,U4189,"Terrible Adventure Tour experience in New York, USA. Will not return.",2024-12-04,"New York, USA",Adventure Tour,1,-0.82,3,0.92,Business Traveler,Medium
R0372,U7715,"Disappointing Hotel experience at Sydney, Australia. Would not recommend.",2025-04-17,"Sydney, Australia",Hotel,2,-0.36,4,0.27,Family Tourist,Low
R0373,U1716,"Had problems with the Hotel in Sydney, Australia. Needs improvement.",2024-09-16,"Sydney, Australia",Hotel,2,-0.18,4,0.69,Family Tourist,Medium
R0374,U4451,"Absolutely loved the City Tour experience in Tokyo, Japan. Exceeded all expectations!",2025-04-28,"Tokyo, Japan",City Tour,5,0.88,1,0.36,Solo Traveler,Medium
R0375,U3666,"Very good Hotel in Rome, Italy. Met most of my expectations.",2024-11-17,"Rome, Italy",Hotel,4,0.6,1,0.0,Solo Traveler,Medium
R0376,U1606,"Absolutely loved the Transport experience in Sydney, Australia. Exceeded all expectations!",2024-12-25,"Sydney, Australia",Transport,5,0.82,1,0.54,Family Tourist,Medium
R0377,U6599,"Had problems with the Adventure Tour in Paris, France. Needs improvement.",2024-10-19,"Paris, France",Adventure Tour,2,-0.15,3,0.84,Budget Traveler,Medium
R0378,U2431,"Enjoyed the Transport at New York, USA. Would recommend to others.",2024-08-17,"New York, USA",Transport,4,0.57,3,0.18,Budget Traveler,Medium
R0379,U6612,"The best Adventure Tour I've ever had in Rome, Italy. Will come back again!",2025-02-15,"Rome, Italy",Adventure Tour,5,0.89,1,0.49,Luxury Seeker,Medium
R0380,U5489,"Decent City Tour in New York, USA, but room for improvement.",2024-07-10,"New York, USA",City Tour,3,0.22,1,0.09,Solo Traveler,Medium
R0381,U6182,"Great Adventure Tour experience in New York, USA. A few minor issues but overall satisfied.",2025-03-28,"New York, USA",Adventure Tour,4,0.41,4,0.06,Family Tourist,Medium
R0382,U2416,"The City Tour at Sydney, Australia was okay. Could be better.",2024-08-04,"Sydney, Australia",City Tour,3,-0.05,4,0.58,Family Tourist,Medium
R0383,U6066,"Very good City Tour in New York, USA. Met most of my expectations.",2024-05-20,"New York, USA",City Tour,4,0.47,2,0.96,Solo Traveler,Medium
R0384,U7445,"Enjoyed the Restaurant at New York, USA. Would recommend to others.",2025-01-05,"New York, USA",Restaurant,4,0.5,1,0.28,Budget Traveler,Medium
R0385,U2106,"Not impressed with the Transport in Tokyo, Japan. Several issues encountered.",2024-11-07,"Tokyo, Japan",Transport,2,-0.28,5,0.45,Business Traveler,Medium
R0386,U4016,"Disappointing Hotel experience at New York, USA. Would not recommend.",2024-08-17,"New York, USA",Hotel,2,-0.18,3,0.3,Business Traveler,Medium
R0387,U9370,"Disappointing Transport experience at Rome, Italy. Would not recommend.",2024-05-14,"Rome, Italy",Transport,2,-0.4,1,0.64,Family Tourist,Medium
R0388,U8273,"The best Transport I've ever had in Rome, Italy. Will come back again!",2025-04-11,"Rome, Italy",Transport,5,0.92,1,0.62,Family Tourist,Medium
R0389,U5526,"Decent Adventure Tour in Tokyo, Japan, but room for improvement.",2024-12-08,"Tokyo, Japan",Adventure Tour,3,0.16,3,0.68,Family Tourist,Medium
R0390,U2992,"Very good Adventure Tour in Tokyo, Japan. Met most of my expectations.",2025-05-08,"Tokyo, Japan",Adventure Tour,4,0.61,4,0.62,Business Traveler,Medium
R0391,U1714,"Worst Adventure Tour I've had in New York, USA. Completely dissatisfied.",2025-04-27,"New York, USA",Adventure Tour,1,-0.98,3,0.49,Family Tourist,Medium
R0392,U6441,"Terrible City Tour experience in Rome, Italy. Will not return.",2024-09-28,"Rome, Italy",City Tour,1,-0.71,2,0.46,Luxury Seeker,Medium
R0393,U8388,"Very good Transport in Tokyo, Japan. Met most of my expectations.",2024-06-21,"Tokyo, Japan",Transport,4,0.52,3,0.68,Family Tourist,Medium
R0394,U2472,"Decent Adventure Tour in Rome, Italy, but room for improvement.",2024-12-20,"Rome, Italy",Adventure Tour,3,-0.09,5,0.95,Solo Traveler,Medium
R0395,U3351,"Terrible City Tour experience in Paris, France. Will not return.",2025-01-04,"Paris, France",City Tour,1,-0.5,2,0.04,Budget Traveler,Low
R0396,U2357,"Average City Tour experience in New York, USA. Nothing special.",2025-04-09,"New York, USA",City Tour,3,-0.0,4,0.16,Solo Traveler,Medium
R0397,U4075,"Not impressed with the Transport in Tokyo, Japan. Several issues encountered.",2024-10-30,"Tokyo, Japan",Transport,2,-0.3,4,0.37,Budget Traveler,Medium
R0398,U8865,"Worst Transport I've had in Sydney, Australia. Completely dissatisfied.",2025-02-14,"Sydney, Australia",Transport,1,-0.42,1,0.7,Solo Traveler,Medium
R0399,U5668,"Avoid the Hotel at Tokyo, Japan. Very poor service.",2024-09-20,"Tokyo, Japan",Hotel,1,-0.6,1,0.4,Solo Traveler,Medium
R0400,U1270,"Had problems with the Restaurant in Paris, France. Needs improvement.",2024-07-12,"Paris, France",Restaurant,2,-0.15,2,0.57,Family Tourist,Medium
R0401,U3459,"Decent Restaurant in Sydney, Australia, but room for improvement.",2024-10-24,"Sydney, Australia",Restaurant,3,0.28,2,0.61,Family Tourist,Medium
R0402,U1938,"The best Adventure Tour I've ever had in New York, USA. Will come back again!",2024-09-23,"New York, USA",Adventure Tour,5,0.99,2,0.69,Business Traveler,Medium
R0403,U9317,"Worst Hotel I've had in New York, USA. Completely dissatisfied.",2025-02-05,"New York, USA",Hotel,1,-0.64,4,0.84,Luxury Seeker,Medium
R0404,U3317,"Absolutely loved the Hotel experience in Sydney, Australia. Exceeded all expectations!",2024-11-03,"Sydney, Australia",Hotel,5,0.73,2,0.03,Budget Traveler,Medium
R0405,U1722,"The Transport at Rome, Italy was okay. Could be better.",2024-07-03,"Rome, Italy",Transport,3,0.34,2,0.2,Solo Traveler,Medium
R0406,U8702,"Great Hotel experience in Rome, Italy. A few minor issues but overall satisfied.",2024-11-30,"Rome, Italy",Hotel,4,0.51,3,0.07,Business Traveler,Medium
R0407,U9722,"Not impressed with the City Tour in Tokyo, Japan. Several issues encountered.",2025-01-05,"Tokyo, Japan",City Tour,2,-0.14,1,0.99,Business Traveler,Medium
R0408,U6678,"Enjoyed the Restaurant at New York, USA. Would recommend to others.",2024-08-25,"New York, USA",Restaurant,4,0.66,4,0.83,Luxury Seeker,High
R0409,U1800,"Had problems with the Transport in Rome, Italy. Needs improvement.",2025-02-25,"Rome, Italy",Transport,2,-0.29,1,0.4,Business Traveler,Medium
R0410,U7520,"Worst Adventure Tour I've had in Tokyo, Japan. Completely dissatisfied.",2025-02-06,"Tokyo, Japan",Adventure Tour,1,-0.45,4,0.25,Family Tourist,Low
R0411,U4649,"Great Hotel experience in Sydney, Australia. A few minor issues but overall satisfied.",2024-11-18,"Sydney, Australia",Hotel,4,0.52,4,0.35,Business Traveler,Medium
R0412,U9366,"Average Restaurant experience in New York, USA. Nothing special.",2024-09-10,"New York, USA",Restaurant,3,0.32,4,0.33,Family Tourist,Medium
R0413,U3806,"Terrible Hotel experience in New York, USA. Will not return.",2024-08-08,"New York, USA",Hotel,1,-0.73,4,0.19,Business Traveler,Low
R0414,U2160,"Fantastic City Tour experience at Rome, Italy. Highly recommend!",2025-03-31,"Rome, Italy",City Tour,5,0.86,5,0.73,Business Traveler,High
R0415,U3774,"Very good Hotel in Rome, Italy. Met most of my expectations.",2025-01-27,"Rome, Italy",Hotel,4,0.69,2,0.81,Luxury Seeker,High
R0416,U1809,"Enjoyed the Hotel at Tokyo, Japan. Would recommend to others.",2024-08-21,"Tokyo, Japan",Hotel,4,0.63,4,0.88,Solo Traveler,High
R0417,U1272,"Worst Restaurant I've had in New York, USA. Completely dissatisfied.",2024-07-09,"New York, USA",Restaurant,1,-0.74,2,0.32,Family Tourist,Medium
R0418,U5913,"Had problems with the Restaurant in Sydney, Australia. Needs improvement.",2024-08-16,"Sydney, Australia",Restaurant,2,-0.38,5,0.95,Budget Traveler,Medium
R0419,U7289,"The City Tour at Sydney, Australia was okay. Could be better.",2024-05-17,"Sydney, Australia",City Tour,3,0.19,3,0.21,Luxury Seeker,Medium
R0420,U3111,"Had problems with the Hotel in Paris, France. Needs improvement.",2024-10-03,"Paris, France",Hotel,2,-0.25,3,0.51,Solo Traveler,Medium
R0421,U9990,"Decent Transport in Sydney, Australia, but room for improvement.",2024-10-04,"Sydney, Australia",Transport,3,0.24,2,0.52,Luxury Seeker,Medium
R0422,U3310,"Great Transport experience in Tokyo, Japan. A few minor issues but overall satisfied.",2024-11-06,"Tokyo, Japan",Transport,4,0.62,4,0.56,Business Traveler,Medium
R0423,U4466,"Very good City Tour in Sydney, Australia. Met most of my expectations.",2024-06-12,"Sydney, Australia",City Tour,4,0.6,4,0.19,Family Tourist,Medium
R0424,U8422,"The Restaurant at Sydney, Australia was okay. Could be better.",2024-07-10,"Sydney, Australia",Restaurant,3,0.4,2,0.2,Budget Traveler,Medium
R0425,U5734,"The best Transport I've ever had in Sydney, Australia. Will come back again!",2024-10-25,"Sydney, Australia",Transport,5,0.86,4,0.8,Solo Traveler,High
R0426,U6813,"Worst Adventure Tour I've had in New York, USA. Completely dissatisfied.",2024-08-14,"New York, USA",Adventure Tour,1,-0.83,3,0.99,Luxury Seeker,Medium
R0427,U2536,"Enjoyed the Restaurant at Paris, France. Would recommend to others.",2025-02-03,"Paris, France",Restaurant,4,0.54,5,0.47,Business Traveler,Medium
R0428,U8247,"Worst Transport I've had in Rome, Italy. Completely dissatisfied.",2024-09-26,"Rome, Italy",Transport,1,-0.45,1,0.63,Luxury Seeker,Medium
R0429,U5911,"Great Transport experience in New York, USA. A few minor issues but overall satisfied.",2024-06-03,"New York, USA",Transport,4,0.52,1,0.32,Luxury Seeker,Medium
R0430,U8369,"Avoid the Restaurant at New York, USA. Very poor service.",2025-04-15,"New York, USA",Restaurant,1,-0.59,4,0.25,Family Tourist,Low
R0431,U6462,"Enjoyed the Hotel at Rome, Italy. Would recommend to others.",2025-02-16,"Rome, Italy",Hotel,4,0.62,3,0.35,Luxury Seeker,Medium
R0432,U8378,"Great City Tour experience in New York, USA. A few minor issues but overall satisfied.",2024-10-21,"New York, USA",City Tour,4,0.63,4,0.4,Business Traveler,Medium
R0433,U7988,"Enjoyed the Transport at Paris, France. Would recommend to others.",2024-09-07,"Paris, France",Transport,4,0.66,2,0.79,Luxury Seeker,High
R0434,U2179,"Fantastic City Tour experience at Sydney, Australia. Highly recommend!",2024-11-28,"Sydney, Australia",City Tour,5,0.79,3,0.76,Solo Traveler,High
R0435,U9267,"Avoid the Hotel at Rome, Italy. Very poor service.",2024-07-14,"Rome, Italy",Hotel,1,-0.77,1,0.56,Luxury Seeker,Medium
R0436,U2559,"The Adventure Tour at Tokyo, Japan was okay. Could be better.",2024-06-07,"Tokyo, Japan",Adventure Tour,3,0.13,2,0.93,Family Tourist,Medium
R0437,U2943,"Avoid the Transport at New York, USA. Very poor service.",2025-04-13,"New York, USA",Transport,1,-0.97,1,0.77,Family Tourist,Medium
R0438,U1268,"Not impressed with the Restaurant in Sydney, Australia. Several issues encountered.",2025-02-24,"Sydney, Australia",Restaurant,2,-0.2,3,0.97,Business Traveler,Medium
R0439,U8379,"Average Transport experience in Tokyo, Japan. Nothing special.",2025-02-09,"Tokyo, Japan",Transport,3,0.35,3,0.54,Budget Traveler,Medium
R0440,U7136,"Disappointing Restaurant experience at Rome, Italy. Would not recommend.",2024-10-13,"Rome, Italy",Restaurant,2,-0.14,3,0.53,Luxury Seeker,Medium
R0441,U4359,"Had problems with the Restaurant in Rome, Italy. Needs improvement.",2024-08-07,"Rome, Italy",Restaurant,2,-0.24,4,0.47,Family Tourist,Medium
R0442,U8225,"Worst Restaurant I've had in Rome, Italy. Completely dissatisfied.",2024-11-15,"Rome, Italy",Restaurant,1,-0.85,4,0.07,Family Tourist,Low
R0443,U2085,"Very good Hotel in Paris, France. Met most of my expectations.",2025-01-06,"Paris, France",Hotel,4,0.64,2,0.96,Solo Traveler,High
R0444,U7311,"Absolutely loved the Restaurant experience in New York, USA. Exceeded all expectations!",2024-09-05,"New York, USA",Restaurant,5,0.87,4,0.46,Budget Traveler,Medium
R0445,U2515,"Very good Transport in Tokyo, Japan. Met most of my expectations.",2024-08-15,"Tokyo, Japan",Transport,4,0.57,1,0.78,Business Traveler,High
R0446,U7531,"Fantastic Transport experience at Sydney, Australia. Highly recommend!",2024-06-01,"Sydney, Australia",Transport,5,0.86,4,0.65,Luxury Seeker,Medium
R0447,U4320,"Absolutely loved the Restaurant experience in New York, USA. Exceeded all expectations!",2024-06-28,"New York, USA",Restaurant,5,0.82,3,0.04,Budget Traveler,Medium
R0448,U8520,"Worst Adventure Tour I've had in New York, USA. Completely dissatisfied.",2024-10-14,"New York, USA",Adventure Tour,1,-0.68,5,0.25,Budget Traveler,Low
R0449,U5144,"Absolutely loved the Transport experience in New York, USA. Exceeded all expectations!",2024-06-07,"New York, USA",Transport,5,0.75,4,0.7,Business Traveler,Medium
R0450,U8366,"Average City Tour experience in Sydney, Australia. Nothing special.",2025-03-07,"Sydney, Australia",City Tour,3,0.38,4,0.32,Business Traveler,Medium
R0451,U3505,"Fantastic Hotel experience at Tokyo, Japan. Highly recommend!",2025-01-14,"Tokyo, Japan",Hotel,5,0.86,3,0.91,Luxury Seeker,High
R0452,U9485,"Absolutely loved the Hotel experience in Paris, France. Exceeded all expectations!",2025-03-29,"Paris, France",Hotel,5,0.9,4,0.33,Budget Traveler,Medium
R0453,U5487,"Decent City Tour in Paris, France, but room for improvement.",2025-01-20,"Paris, France",City Tour,3,0.17,5,0.02,Solo Traveler,Medium
R0454,U4103,"Average Restaurant experience in Paris, France. Nothing special.",2025-04-13,"Paris, France",Restaurant,3,0.08,4,0.78,Luxury Seeker,Medium
R0455,U7278,"The City Tour at Rome, Italy was okay. Could be better.",2024-06-06,"Rome, Italy",City Tour,3,0.17,2,0.41,Luxury Seeker,Medium
R0456,U3425,"The City Tour at New York, USA was okay. Could be better.",2024-07-12,"New York, USA",City Tour,3,0.39,2,0.96,Solo Traveler,Medium
R0457,U4433,"Terrible Restaurant experience in Rome, Italy. Will not return.",2024-09-15,"Rome, Italy",Restaurant,1,-0.45,5,0.45,Family Tourist,Medium
R0458,U1445,"Average Hotel experience in Paris, France. Nothing special.",2025-03-19,"Paris, France",Hotel,3,0.18,4,0.26,Solo Traveler,Medium
R0459,U3488,"Avoid the Hotel at Tokyo, Japan. Very poor service.",2025-03-11,"Tokyo, Japan",Hotel,1,-0.8,4,0.56,Luxury Seeker,Medium
R0460,U2275,"Great Transport experience in New York, USA. A few minor issues but overall satisfied.",2025-01-13,"New York, USA",Transport,4,0.5,2,0.61,Family Tourist,Medium
R0461,U7093,"Disappointing Hotel experience at Paris, France. Would not recommend.",2024-10-30,"Paris, France",Hotel,2,-0.2,1,0.11,Solo Traveler,Low
R0462,U3896,"Not impressed with the Hotel in Tokyo, Japan. Several issues encountered.",2025-05-09,"Tokyo, Japan",Hotel,2,-0.23,5,0.86,Luxury Seeker,Medium
R0463,U4890,"The best Adventure Tour I've ever had in Paris, France. Will come back again!",2024-11-18,"Paris, France",Adventure Tour,5,0.7,5,0.58,Family Tourist,Medium
R0464,U2031,"Absolutely loved the Restaurant experience in New York, USA. Exceeded all expectations!",2025-01-14,"New York, USA",Restaurant,5,0.84,3,0.42,Family Tourist,Medium
R0465,U1142,"Disappointing Hotel experience at New York, USA. Would not recommend.",2024-11-15,"New York, USA",Hotel,2,-0.13,1,0.24,Budget Traveler,Low
R0466,U6065,"Absolutely loved the Adventure Tour experience in Paris, France. Exceeded all expectations!",2024-12-13,"Paris, France",Adventure Tour,5,0.86,3,0.76,Business Traveler,High
R0467,U3263,"Enjoyed the Adventure Tour at Paris, France. Would recommend to others.",2025-03-16,"Paris, France",Adventure Tour,4,0.42,1,0.95,Luxury Seeker,Medium
R0468,U7364,"Not impressed with the Hotel in Rome, Italy. Several issues encountered.",2024-06-14,"Rome, Italy",Hotel,2,-0.16,3,0.78,Solo Traveler,Medium
R0469,U7956,"Worst Adventure Tour I've had in Rome, Italy. Completely dissatisfied.",2024-08-17,"Rome, Italy",Adventure Tour,1,-0.46,2,0.53,Business Traveler,Medium
R0470,U9296,"Very good Adventure Tour in Sydney, Australia. Met most of my expectations.",2024-12-28,"Sydney, Australia",Adventure Tour,4,0.54,1,0.11,Family Tourist,Medium
R0471,U9040,"Not impressed with the Hotel in Tokyo, Japan. Several issues encountered.",2025-04-06,"Tokyo, Japan",Hotel,2,-0.29,2,0.93,Family Tourist,Medium
R0472,U9887,"Average Adventure Tour experience in New York, USA. Nothing special.",2024-12-28,"New York, USA",Adventure Tour,3,0.03,4,0.15,Luxury Seeker,Medium
R0473,U6615,"Absolutely loved the Restaurant experience in Paris, France. Exceeded all expectations!",2024-09-28,"Paris, France",Restaurant,5,0.75,2,0.12,Budget Traveler,Medium
R0474,U6224,"Great Hotel experience in Paris, France. A few minor issues but overall satisfied.",2024-07-17,"Paris, France",Hotel,4,0.67,4,0.82,Luxury Seeker,High
R0475,U7035,"Enjoyed the Adventure Tour at New York, USA. Would recommend to others.",2025-01-05,"New York, USA",Adventure Tour,4,0.66,2,0.12,Family Tourist,Medium
R0476,U3267,"Disappointing City Tour experience at Rome, Italy. Would not recommend.",2024-12-31,"Rome, Italy",City Tour,2,-0.2,5,0.09,Family Tourist,Low
R0477,U2172,"Great City Tour experience in Rome, Italy. A few minor issues but overall satisfied.",2024-08-23,"Rome, Italy",City Tour,4,0.54,1,0.57,Budget Traveler,Medium
R0478,U3323,"Worst Restaurant I've had in New York, USA. Completely dissatisfied.",2024-08-04,"New York, USA",Restaurant,1,-0.59,4,0.79,Luxury Seeker,Medium
R0479,U4422,"Average Transport experience in Tokyo, Japan. Nothing special.",2025-03-24,"Tokyo, Japan",Transport,3,0.12,2,0.47,Luxury Seeker,Medium
R0480,U6214,"Worst Transport I've had in Sydney, Australia. Completely dissatisfied.",2025-05-06,"Sydney, Australia",Transport,1,-0.9,1,0.15,Business Traveler,Low
R0481,U5167,"Absolutely loved the Restaurant experience in Sydney, Australia. Exceeded all expectations!",2024-08-13,"Sydney, Australia",Restaurant,5,0.83,3,0.48,Luxury Seeker,Medium
R0482,U6288,"Avoid the Hotel at Rome, Italy. Very poor service.",2025-04-06,"Rome, Italy",Hotel,1,-0.45,4,0.01,Family Tourist,Low
R0483,U5818,"Enjoyed the Restaurant at Tokyo, Japan. Would recommend to others.",2025-02-23,"Tokyo, Japan",Restaurant,4,0.58,3,0.42,Budget Traveler,Medium
R0484,U6420,"Enjoyed the Restaurant at Paris, France. Would recommend to others.",2024-10-12,"Paris, France",Restaurant,4,0.59,5,0.36,Family Tourist,Medium
R0485,U2790,"Terrible Adventure Tour experience in Paris, France. Will not return.",2025-03-18,"Paris, France",Adventure Tour,1,-0.83,5,0.95,Business Traveler,Medium
R0486,U9170,"Great City Tour experience in Sydney, Australia. A few minor issues but overall satisfied.",2024-07-17,"Sydney, Australia",City Tour,4,0.54,4,0.41,Family Tourist,Medium
R0487,U7883,"Fantastic Restaurant experience at Rome, Italy. Highly recommend!",2025-04-08,"Rome, Italy",Restaurant,5,0.76,3,0.69,Budget Traveler,Medium
R0488,U7988,"The Restaurant at Tokyo, Japan was okay. Could be better.",2024-10-06,"Tokyo, Japan",Restaurant,3,0.32,1,0.18,Business Traveler,Medium
R0489,U1110,"Had problems with the City Tour in Sydney, Australia. Needs improvement.",2025-03-04,"Sydney, Australia",City Tour,2,-0.33,4,0.83,Luxury Seeker,Medium
R0490,U3643,"Disappointing Restaurant experience at Rome, Italy. Would not recommend.",2025-03-31,"Rome, Italy",Restaurant,2,-0.36,4,0.09,Family Tourist,Low
R0491,U2518,"Very good Transport in New York, USA. Met most of my expectations.",2024-12-25,"New York, USA",Transport,4,0.59,4,0.78,Luxury Seeker,High
R0492,U9424,"Very good Transport in Sydney, Australia. Met most of my expectations.",2025-02-02,"Sydney, Australia",Transport,4,0.5,2,0.46,Budget Traveler,Medium
R0493,U4363,"The Hotel at Sydney, Australia was okay. Could be better.",2024-12-20,"Sydney, Australia",Hotel,3,0.15,2,0.69,Family Tourist,Medium
R0494,U4070,"The best Hotel I've ever had in Sydney, Australia. Will come back again!",2024-05-21,"Sydney, Australia",Hotel,5,0.8,1,0.92,Luxury Seeker,High
R0495,U3631,"Had problems with the Transport in New York, USA. Needs improvement.",2024-10-24,"New York, USA",Transport,2,-0.17,4,0.24,Family Tourist,Low
R0496,U3035,"Not impressed with the Restaurant in Tokyo, Japan. Several issues encountered.",2024-09-30,"Tokyo, Japan",Restaurant,2,-0.18,3,0.36,Family Tourist,Medium
R0497,U7224,"Disappointing Restaurant experience at New York, USA. Would not recommend.",2024-08-07,"New York, USA",Restaurant,2,-0.17,5,0.92,Budget Traveler,Medium
R0498,U1548,"Great Restaurant experience in Tokyo, Japan. A few minor issues but overall satisfied.",2025-01-17,"Tokyo, Japan",Restaurant,4,0.45,3,0.53,Solo Traveler,Medium
R0499,U7141,"Very good Hotel in Paris, France. Met most of my expectations.",2024-12-17,"Paris, France",Hotel,4,0.45,2,0.84,Business Traveler,Medium
R0500,U3082,"Average Restaurant experience in Sydney, Australia. Nothing special.",2024-09-14,"Sydney, Australia",Restaurant,3,0.03,5,0.61,Solo Traveler,Medium
R0501,U3779,"Avoid the Hotel at Sydney, Australia. Very poor service.",2024-12-23,"Sydney, Australia",Hotel,1,-0.52,1,0.3,Family Tourist,Medium
R0502,U1157,"Terrible Adventure Tour experience in Paris, France. Will not return.",2024-11-23,"Paris, France",Adventure Tour,1,-0.88,5,0.52,Budget Traveler,Medium
R0503,U1521,"Disappointing Restaurant experience at Paris, France. Would not recommend.",2025-04-20,"Paris, France",Restaurant,2,-0.33,3,0.88,Budget Traveler,Medium
R0504,U9298,"Fantastic Adventure Tour experience at Rome, Italy. Highly recommend!",2025-02-16,"Rome, Italy",Adventure Tour,5,0.77,4,0.09,Luxury Seeker,Medium
R0505,U2557,"Terrible Hotel experience in Paris, France. Will not return.",2024-08-28,"Paris, France",Hotel,1,-0.93,5,0.96,Budget Traveler,Medium
